Date,Sales_Dollars,Category,CategoryName
2017-02-20,360.0,1011700,"Corn Whiskies"
2017-02-20,225.0,1011800,"Iowa Distillery Whiskies"
2017-02-20,192136.74,1012100,"Canadian Whiskies"
2017-02-20,13584.75,1012200,"Scotch Whiskies"
2017-02-20,7102.04,1012300,"Single Malt Scotch"
2017-02-20,57315.32,1012400,"Irish Whiskies"
2017-02-20,32366.76,1022100,"Mixto Tequila"
2017-02-20,48898.44,1022200,"100% Agave Tequila"
2017-02-20,1240.65,1022300,Mezcal
2017-02-20,91.56,1031000,"American Vodka"
2017-02-20,170234.36,1031100,"American Vodkas"
2017-02-20,32686.98,1031200,"American Flavored Vodka"
2017-02-20,50557.17,1032100,"Imported Vodkas"
2017-02-20,28132.29,1032200,"Imported Flavored Vodka"
2017-02-20,13105.41,1041100,"American Dry Gins"
2017-02-20,1360.5,1041200,"Flavored Gin"
2017-02-20,146.34,1041300,"American Sloe Gins"
2017-02-20,12192.42,1042100,"Imported Dry Gins"
2017-02-20,22717.66,1051100,"American Brandies"
2017-02-20,43853.53,1052100,"Imported Brandies"
2017-02-20,4399.16,1062100,"Gold Rum"
2017-02-20,28168.09,1062200,"White Rum"
2017-02-20,1381.84,1062300,"Aged Dark Rum"
2017-02-20,93028.04,1062400,"Spiced Rum"
2017-02-20,21597.41,1062500,"Flavored Rum"
2017-02-20,0.0,1070000,"Cocktails / RTD"
2017-02-20,13495.65,1071100,"Cocktails /RTD"
2017-02-20,85.56,1081000,"American Cordials & Liqueurs"
2017-02-20,6237.09,1081100,"Coffee Liqueurs"
2017-02-20,19066.06,1081200,"Cream Liqueurs"
2017-02-20,16510.25,1081300,"American Cordials & Liqueur"
2017-02-20,26111.38,1081400,"American Schnapps"
2017-02-20,3836.97,1081500,"Triple Sec"
2017-02-20,73096.03,1081600,"Whiskey Liqueur"
2017-02-20,34024.77,1082000,"Imported Cordials & Liqueurs"
2017-02-20,166.5,1082100,"Imported Cordials & Liqueur"
2017-02-20,23854.88,1082200,"Imported Schnapps"
2017-02-20,3942.12,1091100,"American Distilled Spirit Specialty"
2017-02-20,1782.66,1091200,"Neutral Grain Spirits"
2017-02-20,1118.67,1091300,"Neutral Grain Spirits Flavored"
2017-02-20,927.82,1091400,"Iowa Distilleries"
2017-02-20,2361.08,1092100,"Imported Distilled Spirit Specialty"
2017-02-20,6011.45,1701100,"Temporary & Specialty Packages"
2017-02-20,14196.75,1901200,"Special Order Items"
2017-02-20,3383.94,"",""
2017-02-21,27648.82,1011100,"Blended Whiskies"
2017-02-21,50576.67,1011200,"Straight Bourbon Whiskies"
2017-02-21,2172.59,1011300,"Single Barrel Bourbon Whiskies"
2017-02-21,30240.47,1011400,"Tennessee Whiskies"
2017-02-21,543.24,1011500,"Bottled in Bond Bourbon"
2017-02-21,6990.04,1011600,"Straight Rye Whiskies"
2017-02-21,103474.65,1012100,"Canadian Whiskies"
2017-02-21,12564.71,1012200,"Scotch Whiskies"
2017-02-21,11578.52,1012300,"Single Malt Scotch"
2017-02-21,51967.95,1012400,"Irish Whiskies"
2017-02-21,21583.77,1022100,"Mixto Tequila"
2017-02-21,21924.32,1022200,"100% Agave Tequila"
2017-02-21,158514.32,1031100,"American Vodkas"
2017-02-21,32580.29,1031200,"American Flavored Vodka"
2017-02-21,50354.58,1032100,"Imported Vodkas"
2017-02-21,19665.07,1032200,"Imported Flavored Vodka"
2017-02-21,12651.0,1041100,"American Dry Gins"
2017-02-21,623.36,1041200,"Flavored Gin"
2017-02-21,138.21,1041300,"American Sloe Gins"
2017-02-21,10165.77,1042100,"Imported Dry Gins"
2017-02-21,21171.45,1051100,"American Brandies"
2017-02-21,57097.06,1052100,"Imported Brandies"
2017-02-21,3733.02,1062100,"Gold Rum"
2017-02-21,20712.77,1062200,"White Rum"
2017-02-21,1086.22,1062300,"Aged Dark Rum"
2017-02-21,61742.4700000001,1062400,"Spiced Rum"
2017-02-21,19691.05,1062500,"Flavored Rum"
2017-02-21,14091.47,1071100,"Cocktails /RTD"
2017-02-21,3144.15,1081100,"Coffee Liqueurs"
2017-02-21,20820.5,1081200,"Cream Liqueurs"
2017-02-21,8966.49000000001,1081300,"American Cordials & Liqueur"
2017-02-21,9856.38000000001,1081400,"American Schnapps"
2017-02-21,907.34,1081500,"Triple Sec"
2017-02-21,36320.98,1081600,"Whiskey Liqueur"
2017-02-21,22872.05,1082000,"Imported Cordials & Liqueurs"
2017-02-21,7774.16,1082200,"Imported Schnapps"
2017-02-21,519.57,1091100,"American Distilled Spirit Specialty"
2017-02-21,1203.54,1091200,"Neutral Grain Spirits"
2017-02-21,1371.0,1091300,"Neutral Grain Spirits Flavored"
2017-02-21,716.73,1091400,"Iowa Distilleries"
2017-02-21,473.28,1092000,"Imported Distilled Spirits Specialty"
2017-02-21,1509.94,1092100,"Imported Distilled Spirit Specialty"
2017-02-21,5716.23,1701100,"Temporary & Specialty Packages"
2017-02-21,5851.84,1901200,"Special Order Items"
2017-02-21,1113.12,"",""
2017-02-22,37200.18,1011100,"Blended Whiskies"
2017-02-22,54176.55,1011200,"Straight Bourbon Whiskies"
2017-02-22,1060.7,1011300,"Single Barrel Bourbon Whiskies"
2017-02-22,35026.28,1011400,"Tennessee Whiskies"
2017-02-22,592.92,1011500,"Bottled in Bond Bourbon"
2017-02-22,6385.71,1011600,"Straight Rye Whiskies"
2017-02-22,247.5,1011700,"Corn Whiskies"
2017-02-22,212371.160000001,1012100,"Canadian Whiskies"
2017-02-22,17263.17,1012200,"Scotch Whiskies"
2017-02-22,10142.71,1012300,"Single Malt Scotch"
2017-02-22,27459.58,1012400,"Irish Whiskies"
2017-02-22,31831.09,1022100,"Mixto Tequila"
2017-02-22,28187.1,1022200,"100% Agave Tequila"
2017-02-22,244.89,1022300,Mezcal
2017-02-22,178514.57,1031100,"American Vodkas"
2017-02-22,34733.99,1031200,"American Flavored Vodka"
2017-02-22,48391.28,1032100,"Imported Vodkas"
2017-02-22,24365.78,1032200,"Imported Flavored Vodka"
2017-02-22,12582.7,1041100,"American Dry Gins"
2017-02-22,321.42,1041200,"Flavored Gin"
2017-02-22,89.43,1041300,"American Sloe Gins"
2017-02-22,10316.97,1042100,"Imported Dry Gins"
2017-02-22,17165.51,1051100,"American Brandies"
2017-02-22,42180.39,1052100,"Imported Brandies"
2017-02-22,5209.56,1062100,"Gold Rum"
2017-02-22,24508.38,1062200,"White Rum"
2017-02-22,1875.08,1062300,"Aged Dark Rum"
2017-02-22,79947.31,1062400,"Spiced Rum"
2017-02-22,24141.91,1062500,"Flavored Rum"
2017-02-22,18275.65,1071100,"Cocktails /RTD"
2017-02-22,5338.11,1081100,"Coffee Liqueurs"
2017-02-22,15392.21,1081200,"Cream Liqueurs"
2017-02-22,12020.64,1081300,"American Cordials & Liqueur"
2017-02-22,20075.78,1081400,"American Schnapps"
2017-02-22,1897.59,1081500,"Triple Sec"
2017-02-22,55289.2,1081600,"Whiskey Liqueur"
2017-02-22,26207.08,1082000,"Imported Cordials & Liqueurs"
2017-02-22,18900.03,1082200,"Imported Schnapps"
2017-02-22,450.0,1091000,"American Distilled Spirits Specialty"
2017-02-22,1238.91,1091100,"American Distilled Spirit Specialty"
2017-02-22,2364.33,1091200,"Neutral Grain Spirits"
2017-02-22,1526.13,1091300,"Neutral Grain Spirits Flavored"
2017-02-22,412.93,1091400,"Iowa Distilleries"
2017-02-22,2067.58,1092100,"Imported Distilled Spirit Specialty"
2017-02-22,3636.43,1701100,"Temporary & Specialty Packages"
2017-02-22,8123.99,1901200,"Special Order Items"
2017-02-22,1863.3,"",""
2017-02-23,27132.23,1011100,"Blended Whiskies"
2017-02-23,69212.4800000001,1011200,"Straight Bourbon Whiskies"
2017-02-23,539.46,1011300,"Single Barrel Bourbon Whiskies"
2017-02-23,70383.96,1011400,"Tennessee Whiskies"
2017-02-23,66.36,1011500,"Bottled in Bond Bourbon"
2017-02-23,8636.04,1011600,"Straight Rye Whiskies"
2017-02-23,303.75,1011700,"Corn Whiskies"
2017-02-23,137521.74,1012100,"Canadian Whiskies"
2017-02-23,20254.95,1012200,"Scotch Whiskies"
2017-02-23,16147.39,1012300,"Single Malt Scotch"
2017-02-23,35396.41,1012400,"Irish Whiskies"
2017-02-23,47532.29,1022100,"Mixto Tequila"
2017-02-23,52570.51,1022200,"100% Agave Tequila"
2017-02-23,51.84,1022300,Mezcal
2017-02-23,132.0,1031000,"American Vodka"
2017-02-23,179678.399999999,1031100,"American Vodkas"
2017-02-23,32306.92,1031200,"American Flavored Vodka"
2017-02-23,12.38,1032000,"Imported Vodka"
2017-02-23,52287.87,1032100,"Imported Vodkas"
2017-02-23,30794.35,1032200,"Imported Flavored Vodka"
2017-02-23,10943.5,1041100,"American Dry Gins"
2017-02-23,272.72,1041200,"Flavored Gin"
2017-02-23,170.73,1041300,"American Sloe Gins"
2017-02-23,14332.57,1042100,"Imported Dry Gins"
2017-02-23,15194.62,1051100,"American Brandies"
2017-02-23,37393.1,1052100,"Imported Brandies"
2017-02-23,4904.09,1062100,"Gold Rum"
2017-02-23,31764.04,1062200,"White Rum"
2017-02-23,1506.23,1062300,"Aged Dark Rum"
2017-02-23,80221.5900000001,1062400,"Spiced Rum"
2017-02-23,22632.51,1062500,"Flavored Rum"
2017-02-23,35390.65,1071100,"Cocktails /RTD"
2017-02-23,6206.28,1081100,"Coffee Liqueurs"
2017-02-23,19962.17,1081200,"Cream Liqueurs"
2017-02-23,16260.65,1081300,"American Cordials & Liqueur"
2017-02-23,21399.89,1081400,"American Schnapps"
2017-02-23,6901.33,1081500,"Triple Sec"
2017-02-23,54508.64,1081600,"Whiskey Liqueur"
2017-02-23,42252.85,1082000,"Imported Cordials & Liqueurs"
2017-02-23,16416.99,1082200,"Imported Schnapps"
2017-02-23,457.41,1091100,"American Distilled Spirit Specialty"
2017-02-23,704.16,1091200,"Neutral Grain Spirits"
2017-02-23,1192.5,1091300,"Neutral Grain Spirits Flavored"
2017-02-23,600.43,1091400,"Iowa Distilleries"
2017-02-23,18170.79,1092100,"Imported Distilled Spirit Specialty"
2017-02-23,2808.74,1701100,"Temporary & Specialty Packages"
2017-02-23,2933.3,1901200,"Special Order Items"
2017-02-23,783.12,"",""
2017-02-24,17667.34,1011100,"Blended Whiskies"
2017-02-24,28350.58,1011200,"Straight Bourbon Whiskies"
2017-02-24,1202.22,1011300,"Single Barrel Bourbon Whiskies"
2017-02-24,17594.35,1011400,"Tennessee Whiskies"
2017-02-24,4610.91,1011600,"Straight Rye Whiskies"
2017-02-24,112.5,1011700,"Corn Whiskies"
2017-02-24,101702.4,1012100,"Canadian Whiskies"
2017-02-24,9875.92,1012200,"Scotch Whiskies"
2017-02-24,5345.48,1012300,"Single Malt Scotch"
2017-02-24,9741.27,1012400,"Irish Whiskies"
2017-02-24,14552.11,1022100,"Mixto Tequila"
2017-02-24,14926.03,1022200,"100% Agave Tequila"
2017-02-24,0.0,1031000,"American Vodka"
2017-02-24,91071.0299999999,1031100,"American Vodkas"
2017-02-24,14371.58,1031200,"American Flavored Vodka"
2017-02-24,0.0,1032000,"Imported Vodka"
2017-02-24,24651.08,1032100,"Imported Vodkas"
2017-02-24,6572.0,1032200,"Imported Flavored Vodka"
2017-02-24,3392.04,1041100,"American Dry Gins"
2017-02-24,48.7,1041200,"Flavored Gin"
2017-02-24,16.26,1041300,"American Sloe Gins"
2017-02-24,3557.62,1042100,"Imported Dry Gins"
2017-02-24,11113.87,1051100,"American Brandies"
2017-02-24,12046.55,1052100,"Imported Brandies"
2017-02-24,2549.79,1062100,"Gold Rum"
2017-02-24,11553.29,1062200,"White Rum"
2017-02-24,820.83,1062300,"Aged Dark Rum"
2017-02-24,32257.14,1062400,"Spiced Rum"
2017-02-24,8299.18,1062500,"Flavored Rum"
2017-02-24,18765.27,1071100,"Cocktails /RTD"
2017-02-24,2466.88,1081100,"Coffee Liqueurs"
2017-02-24,9086.2,1081200,"Cream Liqueurs"
2017-02-24,8025.65000000001,1081300,"American Cordials & Liqueur"
2017-02-24,8704.81000000001,1081400,"American Schnapps"
2017-02-24,1244.69,1081500,"Triple Sec"
2017-02-24,34277.1,1081600,"Whiskey Liqueur"
2017-02-24,8607.1,1082000,"Imported Cordials & Liqueurs"
2017-02-24,4973.4,1082200,"Imported Schnapps"
2017-02-24,2022.33,1091100,"American Distilled Spirit Specialty"
2017-02-24,189.0,1091200,"Neutral Grain Spirits"
2017-02-24,685.5,1091300,"Neutral Grain Spirits Flavored"
2017-02-24,521.18,1092100,"Imported Distilled Spirit Specialty"
2017-02-24,2453.1,1701100,"Temporary & Specialty Packages"
2017-02-24,2232.96,1901200,"Special Order Items"
2017-02-24,149.76,"",""
2017-02-27,38619.38,1011100,"Blended Whiskies"
2017-02-27,63846.4100000001,1011200,"Straight Bourbon Whiskies"
2017-02-27,1356.06,1011300,"Single Barrel Bourbon Whiskies"
2017-02-27,95440.6200000001,1011400,"Tennessee Whiskies"
2017-02-27,191.76,1011500,"Bottled in Bond Bourbon"
2017-02-27,8481.32,1011600,"Straight Rye Whiskies"
2017-02-27,453.75,1011700,"Corn Whiskies"
2017-02-27,232896.02,1012100,"Canadian Whiskies"
2017-02-27,16945.46,1012200,"Scotch Whiskies"
2017-02-27,9140.43,1012300,"Single Malt Scotch"
2017-02-27,27415.69,1012400,"Irish Whiskies"
2017-02-27,52352.95,1022100,"Mixto Tequila"
2017-02-27,49173.82,1022200,"100% Agave Tequila"
2017-02-27,596.7,1022300,Mezcal
2017-02-27,170519.36,1031100,"American Vodkas"
2017-02-27,29936.83,1031200,"American Flavored Vodka"
2017-02-27,66298.18,1032100,"Imported Vodkas"
2017-02-27,26864.91,1032200,"Imported Flavored Vodka"
2017-02-27,12206.8,1041100,"American Dry Gins"
2017-02-27,331.16,1041200,"Flavored Gin"
2017-02-27,105.69,1041300,"American Sloe Gins"
2017-02-27,13073.26,1042100,"Imported Dry Gins"
2017-02-27,22325.45,1051100,"American Brandies"
2017-02-27,44709.2,1052100,"Imported Brandies"
2017-02-27,4779.99,1062100,"Gold Rum"
2017-02-27,20844.33,1062200,"White Rum"
2017-02-27,2413.73,1062300,"Aged Dark Rum"
2017-02-27,92100.4399999999,1062400,"Spiced Rum"
2017-02-27,29087.74,1062500,"Flavored Rum"
2017-02-27,22525.32,1071100,"Cocktails /RTD"
2017-02-27,7398.14,1081100,"Coffee Liqueurs"
2017-02-27,16666.62,1081200,"Cream Liqueurs"
2017-02-27,14952.85,1081300,"American Cordials & Liqueur"
2017-02-27,26790.52,1081400,"American Schnapps"
2017-02-27,3891.51,1081500,"Triple Sec"
2017-02-27,64399.2,1081600,"Whiskey Liqueur"
2017-02-27,36017.38,1082000,"Imported Cordials & Liqueurs"
2017-02-27,21982.53,1082200,"Imported Schnapps"
2017-02-27,507.99,1091100,"American Distilled Spirit Specialty"
2017-02-27,2565.53,1091200,"Neutral Grain Spirits"
2017-02-27,776.25,1091300,"Neutral Grain Spirits Flavored"
2017-02-27,1262.81,1091400,"Iowa Distilleries"
2017-02-27,8599.99,1092100,"Imported Distilled Spirit Specialty"
2017-02-27,2032.75,1701100,"Temporary & Specialty Packages"
2017-02-27,3814.62,1901200,"Special Order Items"
2017-02-27,2995.18,"",""
2017-02-28,27929.94,1011100,"Blended Whiskies"
2017-02-28,54418.74,1011200,"Straight Bourbon Whiskies"
2017-02-28,1219.0,1011300,"Single Barrel Bourbon Whiskies"
2017-02-28,33394.19,1011400,"Tennessee Whiskies"
2017-02-28,133.86,1011500,"Bottled in Bond Bourbon"
2017-02-28,5923.88,1011600,"Straight Rye Whiskies"
2017-02-28,56.25,1011700,"Corn Whiskies"
2017-02-28,122272.92,1012100,"Canadian Whiskies"
2017-02-28,17531.35,1012200,"Scotch Whiskies"
2017-02-28,12224.68,1012300,"Single Malt Scotch"
2017-02-28,25466.53,1012400,"Irish Whiskies"
2017-02-28,29504.02,1022100,"Mixto Tequila"
2017-02-28,23442.07,1022200,"100% Agave Tequila"
2017-02-28,167.76,1022300,Mezcal
2017-02-28,43.56,1031000,"American Vodka"
2017-02-28,117741.66,1031100,"American Vodkas"
2017-02-28,31218.6,1031200,"American Flavored Vodka"
2017-02-28,332.88,1032000,"Imported Vodka"
2017-02-28,46753.5499999999,1032100,"Imported Vodkas"
2017-02-28,20954.14,1032200,"Imported Flavored Vodka"
2017-02-28,14069.63,1041100,"American Dry Gins"
2017-02-28,667.3,1041200,"Flavored Gin"
2017-02-28,130.08,1041300,"American Sloe Gins"
2017-02-28,9345.22,1042100,"Imported Dry Gins"
2017-02-28,25387.37,1051100,"American Brandies"
2017-02-28,55460.4,1052100,"Imported Brandies"
2017-02-28,4203.42,1062100,"Gold Rum"
2017-02-28,12301.81,1062200,"White Rum"
2017-02-28,1332.39,1062300,"Aged Dark Rum"
2017-02-28,51952.7700000001,1062400,"Spiced Rum"
2017-02-28,14380.59,1062500,"Flavored Rum"
2017-02-28,29634.78,1071100,"Cocktails /RTD"
2017-02-28,3721.78,1081100,"Coffee Liqueurs"
2017-02-28,17546.77,1081200,"Cream Liqueurs"
2017-02-28,9618.74,1081300,"American Cordials & Liqueur"
2017-02-28,10466.06,1081400,"American Schnapps"
2017-02-28,2229.28,1081500,"Triple Sec"
2017-02-28,36097.1,1081600,"Whiskey Liqueur"
2017-02-28,22769.78,1082000,"Imported Cordials & Liqueurs"
2017-02-28,10781.46,1082200,"Imported Schnapps"
2017-02-28,788.73,1091100,"American Distilled Spirit Specialty"
2017-02-28,1535.7,1091200,"Neutral Grain Spirits"
2017-02-28,994.89,1091300,"Neutral Grain Spirits Flavored"
2017-02-28,750.86,1091400,"Iowa Distilleries"
2017-02-28,27.51,1092000,"Imported Distilled Spirits Specialty"
2017-02-28,1994.56,1092100,"Imported Distilled Spirit Specialty"
2017-02-28,2620.22,1701100,"Temporary & Specialty Packages"
2017-02-28,1842.48,1901200,"Special Order Items"
2017-02-28,2099.72,"",""
2017-03-01,33291.37,1011100,"Blended Whiskies"
2017-03-01,79902.2300000001,1011200,"Straight Bourbon Whiskies"
2017-03-01,1147.8,1011300,"Single Barrel Bourbon Whiskies"
2017-03-01,51844.76,1011400,"Tennessee Whiskies"
2017-03-01,276.18,1011500,"Bottled in Bond Bourbon"
2017-03-01,6787.14,1011600,"Straight Rye Whiskies"
2017-03-01,75.26,1011700,"Corn Whiskies"
2017-03-01,144244.98,1012100,"Canadian Whiskies"
2017-03-01,12886.45,1012200,"Scotch Whiskies"
2017-03-01,8460.89,1012300,"Single Malt Scotch"
2017-03-01,78317.5700000001,1012400,"Irish Whiskies"
2017-03-01,32730.68,1022100,"Mixto Tequila"
2017-03-01,33889.54,1022200,"100% Agave Tequila"
2017-03-01,537.51,1022300,Mezcal
2017-03-01,184429.689999999,1031100,"American Vodkas"
2017-03-01,45665.4499999999,1031200,"American Flavored Vodka"
2017-03-01,77838.2800000001,1032100,"Imported Vodkas"
2017-03-01,33891.51,1032200,"Imported Flavored Vodka"
2017-03-01,13012.93,1041100,"American Dry Gins"
2017-03-01,292.2,1041200,"Flavored Gin"
2017-03-01,219.51,1041300,"American Sloe Gins"
2017-03-01,12112.19,1042100,"Imported Dry Gins"
2017-03-01,21074.06,1051100,"American Brandies"
2017-03-01,42877.95,1052100,"Imported Brandies"
2017-03-01,4853.74,1062100,"Gold Rum"
2017-03-01,33049.68,1062200,"White Rum"
2017-03-01,2973.21,1062300,"Aged Dark Rum"
2017-03-01,115450.62,1062400,"Spiced Rum"
2017-03-01,27539.6,1062500,"Flavored Rum"
2017-03-01,19254.06,1071100,"Cocktails /RTD"
2017-03-01,6922.85,1081100,"Coffee Liqueurs"
2017-03-01,24350.37,1081200,"Cream Liqueurs"
2017-03-01,12515.6,1081300,"American Cordials & Liqueur"
2017-03-01,28231.94,1081400,"American Schnapps"
2017-03-01,3314.19,1081500,"Triple Sec"
2017-03-01,64358.16,1081600,"Whiskey Liqueur"
2017-03-01,30742.94,1082000,"Imported Cordials & Liqueurs"
2017-03-01,20664.91,1082200,"Imported Schnapps"
2017-03-01,882.06,1091100,"American Distilled Spirit Specialty"
2017-03-01,2620.38,1091200,"Neutral Grain Spirits"
2017-03-01,785.25,1091300,"Neutral Grain Spirits Flavored"
2017-03-01,1098.9,1091400,"Iowa Distilleries"
2017-03-01,8941.6,1092100,"Imported Distilled Spirit Specialty"
2017-03-01,5908.28,1701100,"Temporary & Specialty Packages"
2017-03-01,2582.82,1901200,"Special Order Items"
2017-03-01,1724.77,"",""
2017-03-02,26841.42,1011100,"Blended Whiskies"
2017-03-02,76476.94,1011200,"Straight Bourbon Whiskies"
2017-03-02,783.83,1011300,"Single Barrel Bourbon Whiskies"
2017-03-02,46138.06,1011400,"Tennessee Whiskies"
2017-03-02,181.68,1011500,"Bottled in Bond Bourbon"
2017-03-02,14399.07,1011600,"Straight Rye Whiskies"
2017-03-02,386.25,1011700,"Corn Whiskies"
2017-03-02,105699.79,1012100,"Canadian Whiskies"
2017-03-02,43839.12,1012200,"Scotch Whiskies"
2017-03-02,20117.0,1012300,"Single Malt Scotch"
2017-03-02,46028.27,1012400,"Irish Whiskies"
2017-03-02,43087.27,1022100,"Mixto Tequila"
2017-03-02,48592.32,1022200,"100% Agave Tequila"
2017-03-02,150959.85,1031100,"American Vodkas"
2017-03-02,55063.1199999999,1031200,"American Flavored Vodka"
2017-03-02,74235.46,1032100,"Imported Vodkas"
2017-03-02,30992.45,1032200,"Imported Flavored Vodka"
2017-03-02,12777.19,1041100,"American Dry Gins"
2017-03-02,116.88,1041200,"Flavored Gin"
2017-03-02,113.82,1041300,"American Sloe Gins"
2017-03-02,17677.0,1042100,"Imported Dry Gins"
2017-03-02,16463.93,1051100,"American Brandies"
2017-03-02,44492.61,1052100,"Imported Brandies"
2017-03-02,8150.18,1062100,"Gold Rum"
2017-03-02,29202.9,1062200,"White Rum"
2017-03-02,1866.33,1062300,"Aged Dark Rum"
2017-03-02,81466.17,1062400,"Spiced Rum"
2017-03-02,32111.77,1062500,"Flavored Rum"
2017-03-02,16985.36,1071100,"Cocktails /RTD"
2017-03-02,9845.40999999999,1081100,"Coffee Liqueurs"
2017-03-02,18396.55,1081200,"Cream Liqueurs"
2017-03-02,14190.63,1081300,"American Cordials & Liqueur"
2017-03-02,23336.59,1081400,"American Schnapps"
2017-03-02,4967.5,1081500,"Triple Sec"
2017-03-02,67420.26,1081600,"Whiskey Liqueur"
2017-03-02,44306.31,1082000,"Imported Cordials & Liqueurs"
2017-03-02,21509.87,1082200,"Imported Schnapps"
2017-03-02,451.74,1091100,"American Distilled Spirit Specialty"
2017-03-02,1154.13,1091200,"Neutral Grain Spirits"
2017-03-02,1410.0,1091300,"Neutral Grain Spirits Flavored"
2017-03-02,853.25,1091400,"Iowa Distilleries"
2017-03-02,13832.26,1092100,"Imported Distilled Spirit Specialty"
2017-03-02,1448.3,1701100,"Temporary & Specialty Packages"
2017-03-02,2761.9,1901200,"Special Order Items"
2017-03-02,1424.77,"",""
2017-03-03,18817.27,1011100,"Blended Whiskies"
2017-03-03,24677.22,1011200,"Straight Bourbon Whiskies"
2017-03-03,418.26,1011300,"Single Barrel Bourbon Whiskies"
2017-03-03,19541.91,1011400,"Tennessee Whiskies"
2017-03-03,81.0,1011500,"Bottled in Bond Bourbon"
2017-03-03,2601.19,1011600,"Straight Rye Whiskies"
2017-03-03,56.25,1011700,"Corn Whiskies"
2017-03-03,62005.11,1012100,"Canadian Whiskies"
2017-03-03,6833.34,1012200,"Scotch Whiskies"
2017-03-03,782.31,1012300,"Single Malt Scotch"
2017-03-03,21274.11,1012400,"Irish Whiskies"
2017-03-03,15901.55,1022100,"Mixto Tequila"
2017-03-03,10899.14,1022200,"100% Agave Tequila"
2017-03-03,70335.1,1031100,"American Vodkas"
2017-03-03,16612.58,1031200,"American Flavored Vodka"
2017-03-03,16584.55,1032100,"Imported Vodkas"
2017-03-03,6206.2,1032200,"Imported Flavored Vodka"
2017-03-03,6675.15,1041100,"American Dry Gins"
2017-03-03,253.24,1041200,"Flavored Gin"
2017-03-03,113.82,1041300,"American Sloe Gins"
2017-03-03,3217.4,1042100,"Imported Dry Gins"
2017-03-03,9309.43,1051100,"American Brandies"
2017-03-03,17511.61,1052100,"Imported Brandies"
2017-03-03,1907.1,1062100,"Gold Rum"
2017-03-03,10898.79,1062200,"White Rum"
2017-03-03,671.0,1062300,"Aged Dark Rum"
2017-03-03,35626.59,1062400,"Spiced Rum"
2017-03-03,7542.42,1062500,"Flavored Rum"
2017-03-03,8072.89,1071100,"Cocktails /RTD"
2017-03-03,1717.0,1081100,"Coffee Liqueurs"
2017-03-03,7629.98,1081200,"Cream Liqueurs"
2017-03-03,5495.43000000001,1081300,"American Cordials & Liqueur"
2017-03-03,9304.54000000001,1081400,"American Schnapps"
2017-03-03,565.53,1081500,"Triple Sec"
2017-03-03,31419.82,1081600,"Whiskey Liqueur"
2017-03-03,10368.9,1082000,"Imported Cordials & Liqueurs"
2017-03-03,8600.81,1082200,"Imported Schnapps"
2017-03-03,472.5,1091200,"Neutral Grain Spirits"
2017-03-03,372.39,1091300,"Neutral Grain Spirits Flavored"
2017-03-03,409.56,1091400,"Iowa Distilleries"
2017-03-03,507.02,1092100,"Imported Distilled Spirit Specialty"
2017-03-03,1197.64,1701100,"Temporary & Specialty Packages"
2017-03-03,179.52,1901200,"Special Order Items"
2017-03-03,149.98,"",""
2017-03-06,44558.54,1011100,"Blended Whiskies"
2017-03-06,110882.29,1011200,"Straight Bourbon Whiskies"
2017-03-06,1975.12,1011300,"Single Barrel Bourbon Whiskies"
2017-03-06,48934.34,1011400,"Tennessee Whiskies"
2017-03-06,177.12,1011500,"Bottled in Bond Bourbon"
2017-03-06,9613.26,1011600,"Straight Rye Whiskies"
2017-03-06,247.5,1011700,"Corn Whiskies"
2017-03-06,169194.55,1012100,"Canadian Whiskies"
2017-03-06,18360.45,1012200,"Scotch Whiskies"
2017-03-06,9364.21,1012300,"Single Malt Scotch"
2017-03-06,81513.2600000001,1012400,"Irish Whiskies"
2017-03-06,55429.19,1022100,"Mixto Tequila"
2017-03-06,60402.37,1022200,"100% Agave Tequila"
2017-03-06,446.97,1022300,Mezcal
2017-03-06,176327.279999999,1031100,"American Vodkas"
2017-03-06,41924.37,1031200,"American Flavored Vodka"
2017-03-06,112.5,1032000,"Imported Vodka"
2017-03-06,112807.85,1032100,"Imported Vodkas"
2017-03-06,34174.86,1032200,"Imported Flavored Vodka"
2017-03-06,13938.03,1041100,"American Dry Gins"
2017-03-06,262.98,1041200,"Flavored Gin"
2017-03-06,56.91,1041300,"American Sloe Gins"
2017-03-06,21728.14,1042100,"Imported Dry Gins"
2017-03-06,26103.28,1051100,"American Brandies"
2017-03-06,48048.86,1052100,"Imported Brandies"
2017-03-06,5113.94,1062100,"Gold Rum"
2017-03-06,28280.03,1062200,"White Rum"
2017-03-06,2867.36,1062300,"Aged Dark Rum"
2017-03-06,150992.27,1062400,"Spiced Rum"
2017-03-06,33135.02,1062500,"Flavored Rum"
2017-03-06,16186.76,1071100,"Cocktails /RTD"
2017-03-06,6147.36,1081100,"Coffee Liqueurs"
2017-03-06,28202.97,1081200,"Cream Liqueurs"
2017-03-06,16123.9,1081300,"American Cordials & Liqueur"
2017-03-06,28880.31,1081400,"American Schnapps"
2017-03-06,3899.57,1081500,"Triple Sec"
2017-03-06,71306.69,1081600,"Whiskey Liqueur"
2017-03-06,46787.4,1082000,"Imported Cordials & Liqueurs"
2017-03-06,25354.56,1082200,"Imported Schnapps"
2017-03-06,2922.3,1091100,"American Distilled Spirit Specialty"
2017-03-06,1767.61,1091200,"Neutral Grain Spirits"
2017-03-06,616.89,1091300,"Neutral Grain Spirits Flavored"
2017-03-06,1228.68,1091400,"Iowa Distilleries"
